aiddata_id	donor	sector	title	short_description	long_description	aiddata_activity_code	codeRule_characterLength
13503707	Austria	I.1.a. Education, Level Unspecified	Small-scale commitments aggregated by sector and recipient	SMALL-SCALE COMMITMENTS AGGREGATED BY SECTOR AND RECIPIENT		99810.01 	119
23038822	Japan	I.1.d. Post-Secondary Education		TC AGGREGATED ACTIVITIES		99810.01 	27
15343188	Austria	I.1.a. Education, Level Unspecified	Small-scale commitments aggregated by sector and recipient	SMALL-SCALE COMMITMENTS AGGREGATED BY SECTOR AND RECIPIENT		99810.01 	119
15343428	Austria	I.1.b. Basic Education	Small-scale commitments aggregated by sector and recipient	SMALL-SCALE COMMITMENTS AGGREGATED BY SECTOR AND RECIPIENT		99810.01 	119
17621005	Norway	I.1.c. Secondary Education	PEACE CORPS PERSONELL EXCHANGE	PEACE CORPS PERSONNEL EXCHANGE		15150.01 	63
10162212	United Kingdom	I.1.a. Education, Level Unspecified		KIJANGO POLICE COLLEGE	To assist the seminar command of the Kenya Police Force to improve the operational management of the force and to improve the human rights awareness	15130.06|15150.07|11120.06 	173
37452394	Spain	I.1.b. Basic Education	Aggregated information - municipalities	AGGREGATED INFORMATION - MUNICIPALITIES	Agregado EELL	15110.01 	94
14009502	Austria	I.1.b. Basic Education	Small-scale commitments aggregated by sector and recipient	SMALL-SCALE COMMITMENTS AGGREGATED BY SECTOR AND RECIPIENT		99810.01 	119
30220021	Japan	I.1.b. Basic Education		TC AGGREGATED ACTIVITIES	TC AGGREGATED ACTIVITIES	99810.01 	51
23125687	Japan	I.1.d. Post-Secondary Education		TC AGGREGATED ACTIVITIES		99810.01 	27
23612748	Austria	I.1.a. Education, Level Unspecified	Small-scale commitments aggregated by sector and recipient	SMALL-SCALE COMMITMENTS AGGREGATED BY SECTOR AND RECIPIENT		99810.01 	119
23974392	Germany	I.1.c. Secondary Education	INTEGRIERTE FACHKRAFT	INTEGRATED SPECIALIST		99810.01 	45
35168788	Austria	I.1.a. Education, Level Unspecified	Small-scale commitments aggregated by sector and recipient country	SMALL-SCALE COMMITMENTS AGGREGATED BY SECTOR AND RECIPIENT COUNTRY	Semiaggregierte Daten je Empf&auml;ngerland und DAC5-Sektor f&uuml;r Kleincommitments	99810.01 	220
24156345	Germany	I.1.c. Secondary Education	INTEGRIERTE FACHKRAFT	INTEGRATED SPECIALIST		99810.01 	45
23615555	Austria	I.1.a. Education, Level Unspecified	Small-scale commitments aggregated by sector and recipient	SMALL-SCALE COMMITMENTS AGGREGATED BY SECTOR AND RECIPIENT		99810.01 	119
21302061	Denmark	I.1.b. Basic Education		DANISH TECHNICAL CO-OPERATION		15105.01 	32
19217221	Germany	I.1.d. Post-Secondary Education	GOVERNMENT CONTRIBUTIONS VIA NGO	GOVERNMENT CONTRIBUTIONS VIA NGO		92005.01|15105.01 	67
35630121	Germany	I.1.d. Post-Secondary Education	InWEnt Regional Offices	INWENT REGIONAL OFFICES	InWEnt Auslandsb&uuml;ros 2008 - 2011	92020.01 	86
23066570	Japan	I.1.a. Education, Level Unspecified		TC AGGREGATED ACTIVITIES		99810.01 	27
23096634	Japan	I.1.d. Post-Secondary Education		TC AGGREGATED ACTIVITIES		99810.01 	27
96344452	Japan	I.1.c. Secondary Education	TC AGGREGATED ACTIVITIES	TC AGGREGATED ACTIVITIES		99810.01 	51
35186707	Austria	I.1.a. Education, Level Unspecified	Small-scale commitments aggregated by sector and recipient country	SMALL-SCALE COMMITMENTS AGGREGATED BY SECTOR AND RECIPIENT COUNTRY	Semiaggregierte Daten je Empf&auml;ngerland und DAC5-Sektor f&uuml;r Kleincommitments	99810.01 	220
96980002	United States	I.1.b. Basic Education	Basic Education	BASIC EDUCATION	Improve early childhood education, primary education, and secondary education, delivered in formal or non-formal settings. It includes literacy, numeracy, and other basic skills programs for youth and adults. [through Government of Egypt]	11230.03|11320.04|11240.02|11220.04 	271
37340772	Spain	I.1.b. Basic Education	Aggregated information - municipalities	AGGREGATED INFORMATION - MUNICIPALITIES	Agregado EELL	15110.01 	94
9297298	Belgium	I.1.a. Education, Level Unspecified		ALLOCATIONS DE VOLONTARIAT CT		99810.01 	32
36498091	Portugal	I.1.a. Education, Level Unspecified	Rehabilitation of Schools	REHABILITATION OF SCHOOLS		73010.04|73010.02 	53
9298420	Belgium	I.1.a. Education, Level Unspecified		ALLOCATIONS DE VOLONTARIAT CT		99810.01 	32
27843330	Germany	I.1.d. Post-Secondary Education	support to project partners	SUPPORT TO PROJECT PARTNERS	support to project partners	99810.01 	84
21468813	Germany	I.1.d. Post-Secondary Education	FEDERAL STATES CONTRIBUTIONS	FEDERAL STATES CONTRIBUTIONS		99810.01 	59
21480097	Germany	I.1.a. Education, Level Unspecified	STABILITY PACT FOR SOUTH EASTERN EUROPE	STABILITY PACT FOR SOUTH EASTERN EUROPE		15205.01 	81
23061031	Japan	I.1.d. Post-Secondary Education		TC AGGREGATED ACTIVITIES		99810.01 	27
96852440	United States	I.1.b. Basic Education	Basic Education	BASIC EDUCATION	Improve early childhood education, primary education, and secondary education, delivered in formal or non-formal settings. It includes literacy, numeracy, and other basic skills programs for youth and adults. [through Government of Benin]	11240.02|11220.04|11230.03|11320.04|11230.01 	271
23121193	Japan	I.1.b. Basic Education		TC AGGREGATED ACTIVITIES		99810.01 	27
37433351	Spain	I.1.c. Secondary Education	Aggregated information - municipalities	AGGREGATED INFORMATION - MUNICIPALITIES	Agregado EELL	15110.01 	94
23138982	Japan	I.1.c. Secondary Education		TC AGGREGATED ACTIVITIES		99810.01 	27
96147547	Japan	I.1.a. Education, Level Unspecified	TC AGGREGATED ACTIVITIES	TC AGGREGATED ACTIVITIES		99810.01 	51
17345132	Germany	I.1.b. Basic Education		GOVERNMENT CONTRIBUTIONS VIA NGO		92005.01 	35
17689814	Norway	I.1.b. Basic Education	JUNIOR PROFESSIONAL OFFICER	JUNIOR PROFESSIONAL OFFICER		15105.01 	57
28315845	Norway	I.1.b. Basic Education	Fredskorpset personnel exchange	FREDSKORPSET PERSONNEL EXCHANGE	Feasibility study on establishing exchange of personnel for Fredskorpset exchange programme. The results of the feasibility study will constitute parts of the basis for assessing an application for a collaboration agreement.	72010.01|74010.09 	289
96942571	United States	I.1.d. Post-Secondary Education	Higher Education	HIGHER EDUCATION	Strengthen institutional capacities of public and private higher education institutions (including research institutes, teacher-training colleges and institutes, universities, community colleges, and the relevant officials, departments, and ministries responsible for higher education) to teach, train, conduct research, and provide community service; to contribute to development; and to promote professional development opportunities, institutional linkages, and exchange programs. [through America	11320.04|11220.04 	535
8269520	Austria	I.1.d. Post-Secondary Education	Small-scale commitments aggregated by sector and recipient	SMALL-SCALE COMMITMENTS AGGREGATED BY SECTOR AND RECIPIENT		99810.01 	119
37311896	Spain	I.1.c. Secondary Education	Aggregated information - municipalities	AGGREGATED INFORMATION - MUNICIPALITIES	Agregado EELL	15110.01 	94
17307233	Germany	I.1.a. Education, Level Unspecified	FURTHER SKILLS MEASURES IN THE SCOPE OF THE STABILITY PACT	FURTHER SKILLS MEASURES IN THE SCOPE OF THE STABILITY PACT		99810.01 	119
22985185	Japan	I.1.a. Education, Level Unspecified		TC AGGREGATED ACTIVITIES		99810.01 	27
50118506	Spain	I.1.b. Basic Education	Aggregated information - municipalities	AGGREGATED INFORMATION - MUNICIPALITIES	Agregado EELL	15110.01 	94
37269072	Spain	I.1.a. Education, Level Unspecified	Aggregated information - municipalities	AGGREGATED INFORMATION - MUNICIPALITIES	Agregado EELL	15110.01 	94
12268161	Austria	I.1.b. Basic Education	Small-scale commitments aggregated by sector and recipient	SMALL-SCALE COMMITMENTS AGGREGATED BY SECTOR AND RECIPIENT		99810.01 	119
23046380	Japan	I.1.a. Education, Level Unspecified		TC AGGREGATED ACTIVITIES		99810.01 	27
21480970	Germany	I.1.d. Post-Secondary Education	STABILITY PACT FOR SOUTH EASTERN EUROPE	STABILITY PACT FOR SOUTH EASTERN EUROPE		15205.01 	81
23582758	Austria	I.1.a. Education, Level Unspecified	Small-scale commitments aggregated by sector and recipient	SMALL-SCALE COMMITMENTS AGGREGATED BY SECTOR AND RECIPIENT		99810.01 	119
23068219	Japan	I.1.a. Education, Level Unspecified		TC AGGREGATED ACTIVITIES		99810.01 	27
23064528	Japan	I.1.b. Basic Education		TC AGGREGATED ACTIVITIES		99810.01 	27
37399766	Spain	I.1.d. Post-Secondary Education	Aggregated information - municipalities	AGGREGATED INFORMATION - MUNICIPALITIES	Agregado EELL	15110.01 	94
35187178	Austria	I.1.d. Post-Secondary Education	Small-scale commitments aggregated by sector and recipient country	SMALL-SCALE COMMITMENTS AGGREGATED BY SECTOR AND RECIPIENT COUNTRY	Semiaggregierte Daten je Empf&auml;ngerland und DAC5-Sektor f&uuml;r Kleincommitments	99810.01 	220
96976202	United States	I.1.b. Basic Education	Basic Education	BASIC EDUCATION	Improve early childhood education, primary education, and secondary education, delivered in formal or non-formal settings. It includes literacy, numeracy, and other basic skills programs for youth and adults. [through U.S. Government - U.S. Agency for International Development]	11230.03|11320.04|11240.02|11220.04 	311
23097644	Japan	I.1.a. Education, Level Unspecified		TC AGGREGATED ACTIVITIES		99810.01 	27
21469226	Germany	I.1.d. Post-Secondary Education	FEDERAL STATES CONTRIBUTIONS	FEDERAL STATES CONTRIBUTIONS		99810.01 	59
23070085	Japan	I.1.d. Post-Secondary Education		TC AGGREGATED ACTIVITIES		99810.01 	27
13503218	Austria	I.1.d. Post-Secondary Education	Small-scale commitments aggregated by sector and recipient	SMALL-SCALE COMMITMENTS AGGREGATED BY SECTOR AND RECIPIENT		99810.01 	119
37534751	Spain	I.1.a. Education, Level Unspecified	Aggregated information - municipalities	AGGREGATED INFORMATION - MUNICIPALITIES	Agregado EELL	15110.01 	94
19220062	Germany	I.1.b. Basic Education	GOVERNMENT CONTRIBUTIONS VIA NGO	GOVERNMENT CONTRIBUTIONS VIA NGO		92005.01|15105.01 	67
21490533	Germany	I.1.c. Secondary Education	INTEGRATED SPECIALIST	INTEGRATED SPECIALIST		99810.01 	45
17367366	Germany	I.1.a. Education, Level Unspecified	FED. STATES CONTRIBUTIONS	FED. STATES CONTRIBUTIONS		99810.01 	53
98339038	Germany	I.1.c. Secondary Education	preparatory activities for new projects	PREPARATORY ACTIVITIES FOR NEW PROJECTS	preparatory activities for new projects	99810.01 	120
18903707	Austria	I.1.c. Secondary Education	Small-scale commitments aggregated by sector and recipient	SMALL-SCALE COMMITMENTS AGGREGATED BY SECTOR AND RECIPIENT		99810.01 	119
23071656	Japan	I.1.a. Education, Level Unspecified		TC AGGREGATED ACTIVITIES		99810.01 	27
13503797	Austria	I.1.d. Post-Secondary Education	Small-scale commitments aggregated by sector and recipient	SMALL-SCALE COMMITMENTS AGGREGATED BY SECTOR AND RECIPIENT		99810.01 	119
23214763	Australia	I.1.a. Education, Level Unspecified		SMALL GRANTS SCHEME	THE SAMOA SMALL GRANTS SCHEME (SGS) IS ALLOCATED ANNUALLY. THE ALLOCATION FOR 2004/2005 IS $250,000. THE OBJECTIVE OF THE SGS IS TO SUPPLEMENT EFFORTS AND ACTIVITIES OF LOCAL COMMUNITIES TO HELP THEMSELVES.THE SGS IS DESIGNED TO BE FLEXIBLE AND RAPID MEAN	99810.01 	277
37466589	Spain	I.1.b. Basic Education	Aggregated information - municipalities	AGGREGATED INFORMATION - MUNICIPALITIES	Agregado EELL	15110.01 	94
21147387	Austria	I.1.d. Post-Secondary Education	Small-scale commitments aggregated by sector and recipient	SMALL-SCALE COMMITMENTS AGGREGATED BY SECTOR AND RECIPIENT		99810.01 	119
14008099	Austria	I.1.d. Post-Secondary Education	Small-scale commitments aggregated by sector and recipient	SMALL-SCALE COMMITMENTS AGGREGATED BY SECTOR AND RECIPIENT		99810.01 	119
13775852	Norway	I.1.a. Education, Level Unspecified		JUNIOR EXPERTS/ASSOCIATE EXPERTS		99810.01 	35
23592039	Austria	I.1.a. Education, Level Unspecified	Small-scale commitments aggregated by sector and recipient	SMALL-SCALE COMMITMENTS AGGREGATED BY SECTOR AND RECIPIENT		99810.01 	119
17991800	Ireland	I.1.a. Education, Level Unspecified	CAPACITY BUILDING	CAPACITY BUILDING		15110.03 	37
17991632	Ireland	I.1.a. Education, Level Unspecified	TRAINING	TRAINING		99810.01 	19
23127508	Japan	I.1.d. Post-Secondary Education		TC AGGREGATED ACTIVITIES		99810.01 	27
37497994	Spain	I.1.a. Education, Level Unspecified	Aggregated information - municipalities	AGGREGATED INFORMATION - MUNICIPALITIES	Agregado EELL	15110.01 	94
17384970	Germany	I.1.c. Secondary Education		GOVERNMENT CONTRIBUTIONS VIA NGO		92005.01 	35
21161266	Austria	I.1.d. Post-Secondary Education	Small-scale commitments aggregated by sector and recipient	SMALL-SCALE COMMITMENTS AGGREGATED BY SECTOR AND RECIPIENT		99810.01 	119
22985416	Japan	I.1.c. Secondary Education		TC AGGREGATED ACTIVITIES		99810.01 	27
14613940	Switzerland	I.1.a. Education, Level Unspecified	PEACEFUL CONFLICT RESOLUTION	PEACEFUL CONFLICT RESOLUTION		15220.01 	59
23022147	Japan	I.1.c. Secondary Education		TC AGGREGATED ACTIVITIES		99810.01 	27
9031234	Sweden	I.1.d. Post-Secondary Education	ADMINISTRATIVE SUPPORT	ADMINISTRATIVE SUPPORT		15140.01 	47
19283743	Germany	I.1.b. Basic Education	GOVERNMENT CONTRIBUTIONS VIA NGO	GOVERNMENT CONTRIBUTIONS VIA NGO		92005.01|15105.01 	67
50048844	Spain	I.1.a. Education, Level Unspecified	Aggregated information - municipalities	AGGREGATED INFORMATION - MUNICIPALITIES	Agregado EELL	15110.01 	94
13503188	Austria	I.1.d. Post-Secondary Education	Small-scale commitments aggregated by sector and recipient	SMALL-SCALE COMMITMENTS AGGREGATED BY SECTOR AND RECIPIENT		99810.01 	119
23133565	Japan	I.1.a. Education, Level Unspecified		TC AGGREGATED ACTIVITIES		99810.01 	27
12269543	Austria	I.1.d. Post-Secondary Education	Small-scale commitments aggregated by sector and recipient	SMALL-SCALE COMMITMENTS AGGREGATED BY SECTOR AND RECIPIENT		99810.01 	119
9283700	Belgium	I.1.a. Education, Level Unspecified		FRAIS SOCIAUX PERSONNEL CT		16010.01|16010.05 	29
21625052	Germany	I.1.c. Secondary Education	INTEGRATED SPECIALIST	INTEGRATED SPECIALIST		99810.01 	45
50048247	Spain	I.1.b. Basic Education	Aggregated information - municipalities	AGGREGATED INFORMATION - MUNICIPALITIES	Agregado EELL	15110.01 	94
50118544	Spain	I.1.b. Basic Education	Aggregated information - municipalities	AGGREGATED INFORMATION - MUNICIPALITIES	Agregado EELL	15110.01 	94
21168348	Austria	I.1.a. Education, Level Unspecified	Small-scale commitments aggregated by sector and recipient	SMALL-SCALE COMMITMENTS AGGREGATED BY SECTOR AND RECIPIENT		99810.01 	119
21488027	Germany	I.1.c. Secondary Education	FEDERAL STATES CONTRIBUTIONS	FEDERAL STATES CONTRIBUTIONS		99810.01 	59
23016367	Japan	I.1.a. Education, Level Unspecified		TC AGGREGATED ACTIVITIES		99810.01 	27
24113957	Germany	I.1.c. Secondary Education	INTEGRIERTE FACHKRAFT	INTEGRATED SPECIALIST		99810.01 	45
34356913	Japan	I.1.a. Education, Level Unspecified		TC AGGREGATED ACTIVITIES	TC AGGREGATED ACTIVITIES	99810.01 	51
23005149	Japan	I.1.a. Education, Level Unspecified		TC AGGREGATED ACTIVITIES		99810.01 	27
21924693	Norway	I.1.d. Post-Secondary Education	FREDSKORPSET PERSONELL EXCHANGE	FREDSKORPSET PERSONELL EXCHANGE	EXCHANGE OF PERSONNEL BETWN PARTNERS IN NORWAY AND IN THE SOUTH. PARTICIPANTS WORK IN HOST COUNTRIES TOGETHER WITH THE HOST PARTNERS STAFF. RESPONSIBILITY AND SPECIFIC TASKS WILL VARY IN RELATION TO THE OBJECTIVES ESTABL FOR THE PROJECT BY THE PARTNERS	99810.01 	317
21490459	Germany	I.1.d. Post-Secondary Education	FEDERAL STATES CONTRIBUTIONS	FEDERAL STATES CONTRIBUTIONS		99810.01 	59
21619326	Germany	I.1.a. Education, Level Unspecified	FEDERAL STATES CONTRIBUTIONS	FEDERAL STATES CONTRIBUTIONS		99810.01 	59
35182014	Austria	I.1.d. Post-Secondary Education	Small-scale commitments aggregated by sector and recipient country	SMALL-SCALE COMMITMENTS AGGREGATED BY SECTOR AND RECIPIENT COUNTRY	Semiaggregierte Daten je Empf&auml;ngerland und DAC5-Sektor f&uuml;r Kleincommitments	99810.01 	220
27862338	Germany	I.1.c. Secondary Education	Integrated Experts	INTEGRATED EXPERTS	Integrated Experts	15110.01 	57
21413860	France	I.1.d. Post-Secondary Education	FORMATION PROFESSIONNELLE ET ENSEIGNEMENT TECHNIQUE	FORMATION PROFESSIONNELLE ET ENSEIGNEMENT TECHNIQUE		11330.01 	105
96960471	United States	I.1.b. Basic Education	Basic Education	BASIC EDUCATION	Improve early childhood education, primary education, and secondary education, delivered in formal or non-formal settings. It includes literacy, numeracy, and other basic skills programs for youth and adults. [through Government of Comoros]	11230.03|11220.04|11320.04|11230.01|11240.02 	273
19215799	Germany	I.1.d. Post-Secondary Education	GOVERNMENT CONTRIBUTIONS VIA NGO	GOVERNMENT CONTRIBUTIONS VIA NGO		92005.01|15105.01 	67
21526860	Germany	I.1.d. Post-Secondary Education	INTEGRATED SPECIALIST	INTEGRATED SPECIALIST		99810.01 	45
21489061	Germany	I.1.c. Secondary Education	DEVELOPMENT AID VOLUNTEER	DEVELOPMENT AID VOLUNTEER		99810.01 	53
23946853	Germany	I.1.a. Education, Level Unspecified	INTEGRIERTE FACHKRAFT	INTEGRATED SPECIALIST		99810.01 	45
9290334	Belgium	I.1.a. Education, Level Unspecified		ALLOCATIONS DE VOLONTARIAT CT		99810.01 	32
96821853	United States	I.1.b. Basic Education	Basic Education	BASIC EDUCATION	Improve early childhood education, primary education, and secondary education, delivered in formal or non-formal settings. It includes literacy, numeracy, and other basic skills programs for youth and adults. [through International Resources Group Ltd.]	11320.04|11230.01|11220.04|11420.04|11240.02|11230.03 	286
23061501	Japan	I.1.c. Secondary Education		TC AGGREGATED ACTIVITIES		99810.01 	27
35176309	Austria	I.1.a. Education, Level Unspecified	Small-scale commitments aggregated by sector and recipient country	SMALL-SCALE COMMITMENTS AGGREGATED BY SECTOR AND RECIPIENT COUNTRY	Semiaggregierte Daten je Empf&auml;ngerland und DAC5-Sektor f&uuml;r Kleincommitments	99810.01 	220
23074745	Japan	I.1.d. Post-Secondary Education		TC AGGREGATED ACTIVITIES		99810.01 	27
50048434	Spain	I.1.c. Secondary Education	Aggregated information - municipalities	AGGREGATED INFORMATION - MUNICIPALITIES	Agregado EELL	15110.01 	94
19233316	Germany	I.1.d. Post-Secondary Education	GOVERNMENT CONTRIBUTIONS VIA NGO	GOVERNMENT CONTRIBUTIONS VIA NGO		92005.01|15105.01 	67
37366667	Spain	I.1.d. Post-Secondary Education	Aggregated information - municipalities	AGGREGATED INFORMATION - MUNICIPALITIES	Agregado EELL	15110.01 	94
21471145	Germany	I.1.a. Education, Level Unspecified	STABILITY PACT FOR SOUTH EASTERN EUROPE	STABILITY PACT FOR SOUTH EASTERN EUROPE		15205.01 	81
26755649	United Nations Children s Fund (UNICEF)	I.1.b. Basic Education	PROJECT SUPPORT	PROJECT SUPPORT		51010.05 	33
21566128	Germany	I.1.c. Secondary Education	INTEGRATED SPECIALIST	INTEGRATED SPECIALIST		99810.01 	45
19850097	Ireland	I.1.b. Basic Education		AGENCY FOR PERSONAL SERVICE OVERSEAS (APSO)		92020.01 	46
97438410	United States	I.1.d. Post-Secondary Education	Higher Education	HIGHER EDUCATION	Strengthen institutional capacities of public and private higher education institutions (including research institutes, teacher-training colleges and institutes, universities, community colleges, and the relevant officials, departments, and ministries responsible for higher education) to teach, train, conduct research, and provide community service; to contribute to development; and to promote professional development opportunities, institutional linkages, and exchange programs. [through Escuela	11420.02|11420.07|11420.01 	535
50050723	Spain	I.1.a. Education, Level Unspecified	Aggregated information - municipalities	AGGREGATED INFORMATION - MUNICIPALITIES	Agregado EELL	15110.01 	94
23073797	Japan	I.1.d. Post-Secondary Education		TC AGGREGATED ACTIVITIES		99810.01 	27
23143347	Japan	I.1.b. Basic Education		TC AGGREGATED ACTIVITIES		99810.01 	27
19249437	Germany	I.1.d. Post-Secondary Education	GOVERNMENT CONTRIBUTIONS VIA NGO	GOVERNMENT CONTRIBUTIONS VIA NGO		92005.01|15105.01 	67
27856038	Germany	I.1.d. Post-Secondary Education	Alumni Programme	ALUMNI PROGRAMME	Alumni Programme	11105.01 	51
